用户性别,用户教育程度,收入程度,支出程度,浏览次数,上期还款差额,信用卡额度,平均本期账单最低还款额,平均消费笔数,平均本期账单金额,是否逾期
1,2,12.4798915,11.119336359712236,952,-0.5244801212121182,19.55165507575759,11.075711196969705,0.0,17.376183424242434,0
1,3,0.0,11.380022334375003,513,1.028230033149164,20.337672955801054,2.3726058950276276,0.6298342541436464,20.209955441988953,0
1,2,0.0,12.231528758220513,384,0.04913399999999868,21.069883,18.767231,0.0,21.118951999999997,0
1,3,0.0,11.32095028870294,512,0.6213000555555581,20.41429701851852,17.253390555555555,2.7037037037037037,14.410798185185186,1
1,3,0.0,11.919057533333342,1062,2.0550090816326545,21.35756500000001,18.37971802040817,0.0,20.306388081632647,0
1,3,0.0,11.152509288018422,98,-2.8078487674418593,17.456079976744192,17.159346581395354,2.1627906976744184,8.979069116279069,0
1,4,0.0,10.394214951020414,594,0.28100152941176226,20.562359058823535,18.056674176470587,0.11764705882352941,16.363824529411765,0
1,3,14.7840855,12.759702574468086,952,-1.7676066153846115,20.759728,18.83331976923077,0.6153846153846154,0.0,0
1,3,14.42847425,11.02551957792208,256,0.09414282051282052,3.5870309487179486,13.066817871794873,0.0,3.275103243589744,0
2,3,0.0,11.23753671659327,336,0.5096841583333305,12.410324549999988,16.917898500000003,0.7,15.062113208333338,0
1,3,0.0,11.987853906307981,1342,0.17309105555555604,21.402616666666674,19.026211833333335,4.166666666666667,12.828046444444444,1
1,3,0.0,10.166451315693454,285,0.0,19.460444999999996,17.507515,3.75,0.0,1
1,4,14.616598999999999,11.311989620938645,1080,-0.2640955573770487,20.839096999999995,18.4999172295082,0.9180327868852459,14.929406786885249,0
1,2,0.0,12.223865440711467,448,0.2735813839662278,10.893883954992976,18.527602111111122,1.2292545710267229,9.879244150492264,0
1,3,11.162980666666668,12.545912519568162,742,1.1881447142857144,10.959103178571425,15.598770964285709,0.17857142857142858,9.177002107142856,0
2,3,0.0,13.72377606943004,165,3.737664341772149,19.2092874556962,18.49772092405063,0.27848101265822783,18.127309177215196,0
1,4,0.0,11.83288609777778,774,-0.6668342999999997,15.287971679999998,17.991469300000002,0.32,14.515467739999997,1
1,4,14.589572,12.370223303333335,616,-0.23901760000000216,19.5626102,17.2447744,0.0,15.322457199999999,0
1,3,0.0,11.178225335051556,1210,0.0,17.501542812499977,17.190874675000007,0.15,0.25804503749999996,0
1,3,0.0,10.93075486440678,1704,-3.556213666666663,20.664417999999984,15.039515088888887,1.5333333333333334,2.2335982000000003,1
1,4,14.449810000000001,10.063785380462736,80,0.0,19.460445,16.6993645,0.25,0.0,0
1,2,12.555794333333333,11.317333052752295,1200,0.7709327272727258,20.520253181818177,18.570354,1.1818181818181819,12.457372727272729,0
1,4,0.0,10.253824056224907,300,-1.7542575217391274,19.4491742173913,16.85095584057971,0.0,16.927771971014494,0
1,2,0.0,13.938695248365987,192,2.10648438095238,9.734616142857144,15.314661714285714,0.7142857142857143,10.272033571428572,0
1,3,0.0,12.76501510290828,1140,3.052265684210525,17.682210394736835,14.715384789473681,1.2105263157894737,18.23420855263158,0
1,2,0.0,11.176411623931635,1848,-1.7475653061224428,14.774869362244921,18.12189638775512,0.17857142857142858,13.563354428571415,0
1,3,0.0,10.788475197205019,1980,0.0,0.0,16.1653496,0.0,0.0,0
1,3,0.0,11.080382865079372,220,1.0021043333333335,20.04828733333333,17.985491555555555,0.0,16.301119222222223,0
1,3,0.0,10.162789730000002,494,-0.5123947741935417,18.75578599999998,18.176385860215046,2.5483870967741935,17.79761272043011,0
1,3,14.667759363636366,12.908804396284832,260,-0.02832771052630534,16.181840026315786,17.99910581578947,0.2894736842105263,15.50228244736842,0
1,4,0.0,12.156636360119037,976,-1.1244603802816915,16.79426064788733,15.49624390140845,1.8028169014084507,5.956638098591548,0
1,4,14.449810000000001,11.694112321563681,1215,-0.5816937142857146,14.24770385714286,18.556991857142854,1.0,13.304123809523809,0
1,4,11.433886,11.275508656250002,320,1.2343294482758669,18.409315844827585,15.492271758620687,1.4827586206896552,9.686334120689654,0
1,4,12.495955846153846,11.238078593320234,640,6.1775009999999995,6.657090333333333,17.332935666666668,0.0,6.680552,0
1,4,0.0,11.425091626709529,3859,-2.6884029620253145,20.37527579746836,17.978302329113937,1.0253164556962024,9.450420329113927,0
1,4,13.953162500000001,10.407169464852617,1270,2.74350856756757,18.15627751351352,12.17297978378378,1.972972972972973,19.23574283783784,0
1,3,15.3324965,11.073856314079432,384,-1.3663272277227776,16.67495568316831,17.741866653465348,3.217821782178218,13.537304722772271,0
1,3,14.98255575,11.479756245614034,1494,-2.0301424999999966,19.630458090909098,18.09960718181819,5.5,18.267527000000005,1
1,4,0.0,11.13490089167975,46,-1.030742333333336,19.987293476190477,17.434568999999996,0.5714285714285714,18.892218428571425,1
1,2,0.0,13.405815499999987,630,-10.110917552447555,18.979995979020952,15.685102307692304,1.2447552447552448,15.40804426573427,0
1,4,13.063517000000001,11.409704036496349,973,-0.21060637500000468,20.326303007352926,17.769780558823523,2.073529411764706,15.195218610294111,0
1,3,0.0,11.995412047952039,616,-1.2221613333333217,20.05698979166667,18.28239008333333,2.9166666666666665,0.0,0
1,2,0.0,11.40943730857144,198,0.0,0.0,18.4675675,0.0,0.0,1
1,4,13.714542499999997,12.746294272357737,560,-0.12733341666666576,20.337465916666662,17.529241083333332,1.75,3.41478925,0
1,4,0.0,11.554755635467984,480,-3.447645212499994,19.054979999999965,16.2922044625,1.575,17.363937924999988,0
1,2,0.0,13.595463163934422,2992,-0.0798800909090911,20.79044472727272,18.02242154545455,0.0,3.800640636363636,0
1,3,0.0,12.483691366834174,825,2.4997966363636284,15.720327481818188,15.218062090909095,0.19090909090909092,12.939446945454545,0
1,4,0.0,9.83423591124263,342,0.21340299999999957,18.361832999999997,16.0456505,2.0,18.5814115,0
1,4,0.0,13.290306882653034,182,0.3655664329896915,15.364297360824741,17.755834793814433,0.8865979381443299,9.078894371134023,0
1,3,0.0,14.027351739599347,1536,0.3504030769230795,15.843131346153847,11.764964346153846,0.8846153846153846,15.308204923076925,0
1,4,0.0,10.920131907692317,364,-2.319366888888889,16.055204111111117,17.456999277777776,0.05555555555555555,7.313612805555555,1
1,2,0.0,10.237328388007072,2320,7.8644713333333325,19.556338999999998,9.600503666666667,0.6666666666666666,11.597001666666666,0
1,3,13.307499166666668,11.05336209152544,620,-1.4531718400000102,6.69657024,15.796933120000006,1.2,14.986859200000005,0
1,4,0.0,13.254179633333347,1010,1.915643982456146,19.97770535087719,16.58403056140351,2.0,11.576447385964912,0
1,4,0.0,14.04432976923077,344,-0.3496804308943169,16.890796528455265,17.882975520325207,0.18699186991869918,12.12216560975609,0
1,3,0.0,12.864275063176867,1080,0.33255114778325634,16.43818420197041,16.920415546798033,0.9014778325123153,15.00873812807881,0
1,3,13.298160166666667,11.432647450704224,1104,13.77124966666667,0.0,11.598348999999999,5.333333333333333,19.94058133333333,1
1,4,0.0,10.991938547368415,527,5.371670516129029,19.090574258064517,12.670921258064515,0.8387096774193549,18.760721225806453,0
2,4,0.0,10.326674191037732,810,-0.1960225806451632,19.96667932258065,17.928567064516123,0.7419354838709677,8.949911483870967,0
1,4,0.0,10.427930517241375,272,0.6921523281249975,20.44727271874999,17.086536406249998,1.15625,0.0,0
2,3,0.0,11.369720995215314,486,-1.0912390061349768,18.539297877300577,16.32574676073621,1.3680981595092025,12.869165907975457,1
1,3,0.0,10.745197365570608,282,0.19485406557376983,5.934974893442624,19.419319967213116,0.23770491803278687,5.430441819672131,0
1,2,13.776045821428571,13.032546296511642,1890,-2.805418307692312,11.504143000000001,19.135847807692308,3.4615384615384617,16.174558807692307,0
1,4,14.25807056,12.420574534400023,504,-0.15238088888888868,21.662994999999995,18.20226588888889,4.555555555555555,20.478158666666666,0
2,2,12.287137750000001,10.872438712464593,180,-0.650282466666666,11.311922799999998,15.232945911111115,0.4666666666666667,9.626052199999998,0
2,3,9.102413,11.966139800514812,512,-1.8878106666666667,15.335058,13.295341222222225,3.5555555555555554,11.872175111111112,0
2,3,0.0,11.221994766666661,245,-2.0913249411764667,19.83047811764706,18.36787038235294,1.3529411764705883,17.77566247058823,0
1,4,0.0,11.899742564102565,1482,-0.3484058414634106,19.032617890243916,17.868722158536578,2.3658536585365852,6.899841280487806,0
2,4,0.0,10.946772729257646,507,1.4782321764705841,10.454890764705885,13.571919823529411,0.7647058823529411,4.42881294117647,0
1,2,0.0,11.085813930232558,3232,1.462483695652173,12.631879913043477,17.71108973913044,1.9565217391304348,7.253193130434783,0
1,4,14.08855988888889,12.533890171717188,256,-1.1298732500000028,20.664417999999998,18.48218675,2.75,0.0,0
2,4,0.0,11.864118406060603,72,0.0,0.0,14.4412975,0.0,0.0,0
1,3,14.682215434782607,12.693421692913386,765,6.102653483870963,19.836614451612913,14.590323967741933,0.0,20.47833861290323,0
1,2,0.0,12.12460282409971,1258,-0.3326843146067233,18.83501400749065,19.021658479400735,5.176029962546816,13.687362483146064,0
1,3,14.672954,12.54326466064982,378,-0.34246272727272853,19.971270999999998,16.55302690909091,0.8787878787878788,18.292137818181818,0
1,3,4.556872,11.455658214754104,528,-0.526489280219784,14.207605010989028,18.97961860989012,0.9835164835164835,6.852536593406602,0
1,2,0.0,11.326700073863632,273,-2.0086399999999998,21.452875,19.291573,0.0,19.453424,0
1,3,12.14723,10.227395897260276,3300,0.9782536410256313,18.82922033333334,15.561872871794872,0.3076923076923077,17.096845205128204,0
1,4,13.851973999999998,10.065006501210672,768,-1.577404739130431,12.114068347826088,17.06481091304348,1.7826086956521738,9.754290521739131,0
1,4,14.929285250000003,9.962945207602354,1872,-3.3477331799999863,18.715909360000015,16.025170639999995,1.84,12.532331800000003,0
1,4,0.0,13.641890939240504,979,2.1663435727272713,15.588147949999957,17.251168990909086,1.3818181818181818,15.114015340909093,0
1,4,0.0,12.46004256401385,120,-1.5792704687500017,12.547747956249982,19.218053018750012,7.625,9.581625625000001,0
1,3,0.0,11.523727683566435,470,0.043797497159090426,17.62787721874996,16.313200653409083,1.0142045454545454,13.621517772727266,0
1,2,11.454688,10.871302408970987,2313,-2.1716808888888863,19.971270999999998,16.48827855555556,1.3333333333333333,14.716249666666666,1
1,3,0.0,10.611665733558196,380,-1.0635970000000015,0.0,0.0,0.0,18.33141566666667,1
1,2,0.0,12.753976267964058,1215,-0.5031974999999989,17.682492696721297,13.204539352459019,0.5655737704918032,13.475758049180337,0
1,3,14.049576181818184,13.064147501272256,1008,-0.8225601311475366,15.51976470491803,18.104379409836064,1.540983606557377,19.424566868852462,0
1,4,0.0,11.215821026022315,972,0.1344243522012576,9.365882022012562,17.896491257861644,1.1572327044025157,10.667632358490572,0
1,3,0.0,9.275476285714287,484,-2.897178863636368,17.53850531818182,16.364432545454548,3.5454545454545454,17.939233318181813,1
1,3,6.916110666666666,12.856029478672989,1520,-0.12029482051281981,14.696635487179488,15.490854512820507,1.6153846153846154,13.428536307692307,0
1,3,12.670977,12.240758208000003,304,7.966893540540545,17.680004094594594,16.29979563513514,1.7432432432432432,13.181935148648648,0
2,3,13.460087464285712,12.221022365248206,4176,0.5235203058823785,20.16800278823523,17.82494758235295,1.9058823529411764,1.2238769470588233,0
1,4,0.0,12.886175058139536,120,1.5788922761904907,19.141906771428552,14.632097457142855,0.9428571428571428,15.910779123809533,0
1,3,12.883547923076922,12.562507844881072,198,-1.2938506399999952,20.878440540000014,20.176004599999995,1.36,19.948807280000008,0
1,2,15.873769124999999,11.586011552552561,612,0.0,0.0,18.404935624999997,0.0,0.0,0
1,4,0.0,11.18911686705203,868,0.11199713178294246,18.84277627906974,18.298499751937985,0.09302325581395349,15.485785829457368,0
1,3,11.459871000000001,12.144559174447167,931,12.9433641875,18.677402687500003,11.95185596875,0.84375,17.598599625000002,0
1,3,0.0,11.934303955000003,700,-1.0611696338028196,18.355998084507014,17.22179652816901,0.7394366197183099,12.71293900704225,0
1,3,0.0,10.38751545223882,1463,0.9346981751824899,17.062527386861312,16.677632708029194,0.2846715328467153,16.923599291970802,0
1,4,0.0,11.151183334615391,572,-2.760678152173913,20.93722060869567,18.174507869565208,1.4130434782608696,17.602076586956528,0
1,4,0.0,11.733477991017967,308,0.0,21.069883,17.826631857142857,0.0,0.0,0
2,4,13.05480425,11.540632061032873,400,-0.41247668918919267,17.41804187837837,15.193661405405402,0.918918918918919,16.626112513513505,0
1,3,0.0,10.306792054761903,1092,0.47697797058823355,17.32314705882353,17.544368676470587,1.3235294117647058,14.28104944117647,0
1,3,14.855275,11.094699349809888,108,-1.0351820689655202,17.095414465517248,17.52995484482759,1.0517241379310345,15.841103206896546,0
1,3,12.0803795,11.780143331034497,187,-0.7371985347593579,11.997040294117655,18.034611732620323,0.4919786096256685,12.642924802139037,0
1,3,0.0,13.402309888888897,1230,3.328311263157895,18.43881668421053,14.258161526315789,1.5789473684210527,15.10661178947368,0
1,4,12.593626449999999,11.645477938938066,1243,-2.0873599455782337,15.777791557823122,15.603857054421768,0.5782312925170068,10.310741836734692,0
1,3,0.0,11.35547425556547,1670,-2.969310135220134,12.431479053459103,16.72655158490564,1.1855345911949686,11.486163308176097,0
1,4,8.35322,10.954030298507464,364,-0.2790233,3.9942541999999994,17.781951499999998,0.0,3.6173388,0
1,2,0.0,9.423471917241383,2310,3.4957899999999995,20.3871592,15.4937478,2.6,17.864727199999997,1
1,3,0.0,10.026862597682133,1450,0.0,19.971270999999998,17.118533,0.0,0.0,0
2,4,13.642383624999999,13.26090251111112,2134,-0.4346042499999996,8.321362916666667,17.150197666666667,0.16666666666666666,6.282583583333333,0
1,3,14.815892999999999,14.279959375,742,-2.106303820895521,15.229561194029836,17.94379050746268,1.4776119402985075,13.00067411940299,0
1,2,13.89116725,14.494170844155848,170,-0.03623186882830609,18.647490326455316,16.536149966838618,0.7133382461311717,14.661161021370702,0
2,4,0.0,10.288266747663549,500,2.2284750000000013,18.315712941176468,17.038201470588234,0.8235294117647058,17.05932964705882,1
1,3,0.0,11.79206984201078,260,0.0351612101449259,17.419884246376796,14.869912971014493,0.7318840579710145,11.666801673913039,1
1,3,14.803925076923075,10.864052687898104,576,-1.8471864878048763,18.030918024390246,15.884352999999994,1.2926829268292683,10.47976068292683,0
1,4,14.398226916666665,9.827489723320161,497,1.458276999999999,20.12320516666667,18.275844083333336,4.0,3.340093833333333,0
1,4,0.0,11.93186100273969,650,2.15688097368421,19.144139447368435,14.904003921052633,0.2894736842105263,16.114130210526316,0
1,3,7.846965,9.707107567295617,1458,-0.6672965882352972,18.45735682352941,17.916559294117647,0.0,15.118164235294117,0
1,4,0.0,10.401847443820232,994,-1.0662686538461585,8.206088596153844,15.23298775,0.9038461538461539,11.50692636538462,0
2,4,0.0,9.181467939540543,64,19.429728375,6.0222180000000005,0.0,2.25,17.376026375,0
1,4,12.434067428571428,10.048584085271333,1232,1.177106126865656,11.68542458208955,16.813265656716414,0.44776119402985076,15.819336798507448,0
1,4,0.0,11.573986756302528,360,-6.7811385862069,19.40451879310345,16.81032720689655,0.7586206896551724,16.411624620689654,0
1,4,0.0,11.184056608860818,1359,0.04454700000000145,19.971270999999998,17.707887,1.0,0.0,0
2,3,0.0,11.020638652694627,693,0.47888707142857,18.460853999999994,16.05833242857143,0.21428571428571427,18.830845571428572,0
1,2,0.0,12.28893559965929,156,-4.976816406593411,20.032412813186767,18.163673494505492,4.241758241758242,10.738378681318682,0
1,2,0.0,11.103427488740644,2328,-0.7827340416666679,16.154214729166664,17.798025833333334,1.5833333333333333,18.91918235416666,0
1,3,0.0,10.996727044531278,855,12.540132934426232,19.97127099999998,7.1315072131147526,1.6065573770491803,18.110185819672132,0
1,4,0.0,10.319424681547616,1120,-1.8340038695652172,10.954112173913044,13.981026065217387,4.260869565217392,12.408899826086957,1
1,4,0.0,11.101953499999999,936,0.48740922123893604,15.757447132743371,16.67166555752213,0.36283185840707965,9.16234968141593,0
1,3,0.0,11.543570013333333,456,-0.519148886363638,19.62923142045455,17.798204624999993,0.7386363636363636,12.118899556818185,0
1,2,10.1562232,10.314947516634046,11,-4.918217449579836,17.45738636554621,14.335931235294115,1.403361344537815,9.991757626050418,0
1,3,14.424492,11.07365682100239,248,0.8003150487804849,15.029870951219515,17.900594756097558,0.6341463414634146,10.754480463414637,0
1,4,0.0,10.188487429198698,936,6.2708780196078475,17.547537666666678,15.28941935294117,0.8823529411764706,16.439349686274504,0
1,3,14.784328937500002,11.207886618798963,198,-1.614428571428565,14.63665410389611,17.802342792207792,1.7922077922077921,13.270610350649353,0
2,3,0.0,11.691572229166672,176,-3.3758461449275377,7.896992173913042,18.663665057971016,1.173913043478261,10.413207565217395,1
1,3,14.774789285714286,12.02335055072464,1440,-0.48057085454545323,10.211438381818171,19.780596248484848,1.1151515151515152,7.465194787878785,0
1,2,0.0,12.0765551640625,333,-2.8761376610169433,20.034434745762713,17.09484542372881,0.576271186440678,5.597671542372881,0
1,2,0.0,10.557259785440607,826,6.525754249999999,2.2952291249999996,0.0,0.0,0.0,0
1,3,0.0,12.259834373134327,2398,-0.5331793636363606,20.441273999999996,17.657315818181818,0.0,18.39028409090909,0
1,3,15.176815,12.737934016666673,834,-2.626040999999997,20.206272500000004,17.78084275,1.6666666666666667,9.355553624999999,1
1,3,0.0,11.459143072082398,112,3.0164431315789404,20.00021905263158,16.41186342105263,1.0,18.871820000000003,0
1,2,0.0,11.170570853260871,5324,4.444486178030299,14.691916068181813,14.052375030303027,0.7992424242424242,14.495320628787875,0
2,3,12.760776692307694,11.167036337662342,200,0.013777427947600174,14.040611951965065,16.11935990829693,0.8995633187772926,9.37920422707424,0
1,4,0.0,11.485605350000004,208,0.47852999999999923,16.862578892857137,16.026724285714288,0.5357142857142857,15.819093464285713,0
1,3,14.855275,12.00536195302014,312,1.6397473142857102,18.55121151428571,14.891664114285712,0.5142857142857142,11.449837628571427,0
1,3,11.747634222222223,10.950508394799055,1503,0.06950044999999783,19.460444999999996,16.839488000000003,0.0,17.332204850000004,0
1,4,14.855275,11.32538213195875,364,-1.2862753518518488,7.19945801851852,18.20558527777778,0.6481481481481481,13.16516164814815,1
1,2,15.074372166666665,11.847586725806453,287,-1.1942228695652197,20.823298130434786,8.540268913043478,3.1739130434782608,13.764890260869564,0
1,4,0.0,10.175615864406774,1300,0.0,0.0,15.947623100000001,0.0,0.0,0
1,4,0.0,9.615715289926321,168,-0.995318769230769,19.826101038461545,15.332873384615388,0.0,15.166146615384614,0
1,4,14.495827375,11.480309291262138,1287,-8.703463534653453,21.408370792079225,19.174153455445538,0.7029702970297029,18.13113041584159,0
1,3,0.0,10.971878888607597,621,-0.7706688779661519,20.12403747457626,14.855182267796621,0.8847457627118644,17.789413776271182,0
1,3,0.0,12.08574835945271,1100,1.5685740263157832,19.85542034210525,17.912136842105262,0.15789473684210525,12.84591184210526,0
1,3,0.0,12.128248076923088,1170,0.05643594736841706,20.00174347368421,17.622830052631578,3.0526315789473686,17.344672263157893,0
2,4,0.0,10.991045698841715,150,-6.147375904761905,18.599078000000002,16.752060857142855,2.9523809523809526,13.423113476190476,0
1,3,12.571550210526317,12.654242581532424,315,1.921467313432835,8.429020791044772,15.120902597014926,0.0,5.932443880597014,0
1,4,13.756664,12.355252465517246,990,9.617427022222222,17.51385542222222,11.582386933333332,0.35555555555555557,14.841021177777778,0
1,4,0.0,13.850624034664609,1188,5.029918595744684,20.069592361702124,17.62226346808511,0.5106382978723404,20.87302361702127,0
1,2,0.0,12.270209449004946,216,-1.0191932627118625,15.262175093220328,18.938149313559318,0.8389830508474576,13.359457711864405,0
1,3,15.702573000000001,11.430448340909095,564,0.0,11.028910850746268,18.538264492537316,1.1044776119402986,0.0,0
1,4,15.363347000000001,11.302329493243247,470,-0.6206466666666657,19.1225575,16.397656666666666,0.8333333333333334,17.531186333333334,0
1,3,10.090142666666667,11.431676244268106,1284,0.8179228453608172,18.686475979381438,16.333466886597936,1.6494845360824741,12.60007215463917,0
1,4,0.0,12.0637365213033,20,-1.4326524949494992,13.297900484848483,17.772786707070708,1.2121212121212122,10.010205353535351,0
1,2,0.0,12.252641494052368,351,-4.197733788990838,14.64136091131494,14.047871021406722,0.9021406727828746,8.298088305810397,0
1,3,4.556872,11.049168338095242,330,-3.3749919374999955,11.607974999999996,18.248791265624998,4.546875,11.995248265625,0
1,2,0.0,12.083819659090913,252,-0.40347825342466415,16.61147201369862,16.396960089041094,2.1986301369863015,15.962937917808214,0
1,4,0.0,9.956699815100166,120,1.2628194615384842,18.047592195804175,15.764452489510452,0.18181818181818182,15.075565741258723,0
1,3,14.749915,12.612415591752637,1917,0.037458188405800286,11.271572434782609,17.3163006231884,1.5072463768115942,11.163682536231885,0
2,3,14.728626,11.721865013574664,704,-2.7738485312500067,20.618058312499993,17.80023892187499,0.7421875,14.751210671875006,0
1,4,0.0,11.931717735449732,176,-3.887071349999996,20.423095012500006,17.992439375000004,3.025,10.5284536375,0
1,2,0.0,12.027207401179963,60,1.3497949595141634,19.717958101214553,14.451435093117407,0.5465587044534413,19.033578882591087,0
1,3,14.692664941176474,10.877417792876049,530,-4.528440769230766,21.580707999999998,19.417571769230776,4.3076923076923075,17.68367876923077,0
1,3,11.688257465116282,14.713557361445782,432,-0.2833759562043827,14.621280291970775,14.938019974452546,1.0802919708029197,12.750768945255478,0
1,3,0.0,10.693395744075842,203,-0.8286823333333331,20.307742999999995,18.213198416666668,0.0,18.692118583333336,0
1,4,13.756664,11.324963110091748,350,-0.45085984000000145,5.61968176,16.02762612,0.88,0.0,0
2,3,0.0,12.595058659090935,1600,0.4869294215246711,17.158066228699507,18.263987869955155,3.609865470852018,16.206427511210777,0
1,4,11.957492086206889,10.603172718277124,481,1.086983142857143,19.310503,16.729486428571427,0.0,19.316194857142857,0
1,3,16.059248,11.829537542372913,108,1.1610638677685987,18.806936495867756,15.748410512396703,0.5041322314049587,17.920694661157036,0
1,3,0.0,10.424008626637567,1390,-0.01635839069767364,20.868776720930263,18.743353879069765,0.3813953488372093,2.1959134837209304,0
1,4,14.187920857142858,10.853240986246002,678,-1.2197141666666713,13.531621999999999,18.312087166666668,3.8333333333333335,12.737457166666667,0
1,4,0.0,11.161217087136942,4068,0.28640483749999035,20.065419562499983,17.783817550000002,0.8375,12.448513674999994,0
1,3,0.0,12.689647075000018,1183,-1.1056944999999985,21.117829999999998,19.482036833333336,3.8333333333333335,19.650684333333334,0
1,3,0.0,12.288317153203351,776,-3.024881454106284,15.389348400966172,18.781918231884053,1.855072463768116,14.178400541062794,1
1,4,0.0,11.538405875542745,960,-0.4695405087719351,19.415713228070164,11.016094719298245,0.42105263157894735,21.351229403508775,1
1,2,0.0,11.444279696132602,570,3.490435285714284,17.024373714285723,15.708835476190476,0.6190476190476191,16.457722904761905,0
1,4,0.0,12.260052984639012,1595,26.99149025,16.673112666666665,14.739716416666667,0.3333333333333333,14.779854666666667,0
1,4,0.0,10.267724790235114,1048,-6.758477565217394,19.775021304347828,17.88073365217391,4.391304347826087,3.614455826086956,1
1,3,14.972787833333333,12.042389095334686,1560,-1.9649581935483944,17.883474037634386,17.914992892473116,1.2526881720430108,8.618760145161291,0
